Date,Team,Acquired,Relinquished,Notes
2010-11-03,Nets,• Quinton Ross,,activated from IL
2010-11-03,Nets,• Troy Murphy,,activated from IL
2010-11-03,Rockets,,• Jermaine Taylor,placed on IL
 Date, Team, Acquired, Relinquished, Notes
2010-11-03,Rockets,• Kyle Lowry,,activated from IL
2010-11-03,Spurs,,• George Hill,placed on IL with neck injury
2010-11-03,Spurs,• Alonzo Gee,,activated from IL
2010-11-03,Timberwolves,,• Michael Beasley,placed on IL with bruised left hip
2010-11-03,Timberwolves,• Maurice Ager,,activated from IL
2010-11-04,Blazers,• Patrick Mills / Patty Mills,,activated from IL
2010-11-04,Knicks,,• Shawne Williams,placed on IL
2010-11-04,Knicks,• Anthony Randolph,,activated from IL
2010-11-05,Grizzlies,,• Hamed Haddadi,placed on IL
2010-11-05,Grizzlies,• Zach Randolph,,activated from IL
2010-11-05,Lakers,,• Devin Ebanks,placed on IL
2010-11-05,Lakers,• Luke Walton,,activated from IL
2010-11-05,Timberwolves,,• Maurice Ager,placed on IL
2010-11-05,Timberwolves,• Michael Beasley,,activated from IL
2010-11-05,Warriors,,• Jeremy Lin,placed on IL
2010-11-05,Warriors,• Stephen Curry,,activated from IL
2010-11-05,Wizards,• Gilbert Arenas,,activated from IL
2010-11-06,Blazers,,• Elliot Williams,"placed on IL with dislocated patella in right knee (surgery, out for season)"
2010-11-06,Heat,,• Juwan Howard,placed on IL
2010-11-06,Heat,• Jamaal Magloire,,activated from IL
2010-11-06,Kings,• Eugene Jeter / Pooh Jeter,,activated from IL
2010-11-06,Kings,• Hassan Whiteside,,activated from IL
2010-11-06,Magic,,• Jameer Nelson,placed on IL with sprained left ankle
2010-11-06,Magic,• Malik Allen,,activated from IL
2010-11-06,Raptors,,• Sonny Weems,placed on IL with ankle injury
 Date, Team, Acquired, Relinquished, Notes
2010-11-06,Raptors,• Marcus Banks,,activated from IL
2010-11-06,Rockets,,• Kyle Lowry,placed on IL with sore back
2010-11-06,Rockets,,• Yao Ming,placed on IL with foot injury / rest
2010-11-06,Rockets,• Ishmael Smith / Ish Smith,,activated from IL
2010-11-06,Rockets,• Jermaine Taylor,,activated from IL
2010-11-06,Spurs,• George Hill,,activated from IL
2010-11-07,76ers,,• Andre Iguodala,placed on IL with right Achilles tendon injury
2010-11-07,76ers,• Jodie Meeks,,activated from IL
2010-11-07,Rockets,,• Aaron Brooks,placed on IL with sprained left ankle
2010-11-07,Rockets,• Yao Ming,,activated from IL
2010-11-07,Thunder,,• Jeff Green,placed on IL with sprained left ankle
2010-11-07,Thunder,• Morris Peterson,,activated from IL
2010-11-07,Timberwolves,,• Lazar Hayward,placed on IL
2010-11-07,Timberwolves,• Michael Beasley,,activated from IL (P)
2010-11-07,Warriors,,• Jeff Adrien,placed on IL
2010-11-07,Warriors,• Jeremy Lin,,activated from IL
2010-11-08,Raptors,,• Joey Dorsey,placed on IL
2010-11-08,Raptors,• Sonny Weems,,activated from IL
2010-11-08,Spurs,,• Garrett Temple,placed on IL
2010-11-09,Cavaliers,,• Manny Harris,placed on IL
2010-11-09,Cavaliers,• Antawn Jamison,,activated from IL
2010-11-09,Clippers,,• Eric Gordon,placed on IL with left shoulder injury
2010-11-09,Clippers,• Baron Davis,,activated from IL
2010-11-09,Lakers,,• Derrick Caracter,placed on IL
2010-11-09,Lakers,• Devin Ebanks,,activated from IL
 Date, Team, Acquired, Relinquished, Notes
2010-11-09,Nets,,• Terrence Williams,placed on IL with lower abdominal strain
2010-11-09,Nets,• Stephen Graham,,activated from IL
2010-11-09,Timberwolves,,• Luke Ridnour,placed on IL with strained hamstring
2010-11-09,Timberwolves,• Lazar Hayward,,activated from IL
2010-11-10,76ers,• Craig Brackins,,activated from IL
2010-11-10,Clippers,,• Baron Davis,placed on IL with sore left knee
2010-11-10,Kings,,• Eugene Jeter / Pooh Jeter,placed on IL
2010-11-10,Kings,,• Hassan Whiteside,placed on IL
2010-11-10,Knicks,,• Ronny Turiaf,placed on IL with sprained left knee
2010-11-10,Knicks,• Shawne Williams,,activated from IL
2010-11-10,Magic,,• Malik Allen,placed on IL
2010-11-10,Magic,• Jameer Nelson,,activated from IL
2010-11-10,Mavericks,,• Caron Butler,placed on IL with back spasms
2010-11-10,Mavericks,• Steve Novak,,activated from IL
2010-11-10,Nets,,• Stephen Graham,placed on IL
2010-11-10,Nets,,• Troy Murphy,placed on IL with sore right foot
2010-11-10,Nets,• Ben Uzoh,,activated from IL
2010-11-10,Nets,• Joe Smith (Leynard),,activated from IL
2010-11-10,Raptors,,• Leandro Barbosa,placed on IL with strained left shoulder
2010-11-10,Raptors,• Joey Dorsey,,activated from IL
2010-11-10,Rockets,,• Jermaine Taylor,placed on IL
2010-11-10,Rockets,• Kyle Lowry,,activated from IL
2010-11-10,Warriors,,• Dan Gadzuric,placed on IL with back spasms
2010-11-10,Warriors,• Jeff Adrien,,activated from IL
2010-11-10,Wizards,,• Kevin Seraphin,placed on IL
 Date, Team, Acquired, Relinquished, Notes
2010-11-10,Wizards,,• Lester Hudson,placed on IL
2010-11-10,Clippers,• Eric Gordon,,activated from IL
2010-11-11,Celtics,• Shaquille O'Neal,,activated from IL
2010-11-11,Lakers,,• Theo Ratliff,placed on IL with left knee tendinitis
2010-11-11,Lakers,• Derrick Caracter,,activated from IL
2010-11-11,Warriors,• Dan Gadzuric,,activated from IL
2010-11-12,76ers,,• Craig Brackins,placed on IL
2010-11-12,76ers,,• Darius Songaila,placed on IL
2010-11-12,76ers,• Andre Iguodala,,activated from IL
2010-11-12,Clippers,,• Chris Kaman,placed on IL with knee injury (P)
2010-11-12,Hawks,,• Etan Thomas,placed on IL
2010-11-12,Hawks,• Maurice Evans,,activated from IL
2010-11-12,Raptors,,• David Andersen,placed on IL with flu
2010-11-12,Raptors,,• Linas Kleiza,placed on IL with right Achilles tendinitis
2010-11-12,Raptors,• Ed Davis (Adam),,activated from IL
2010-11-12,Raptors,• Solomon Alabi,,activated from IL
2010-11-12,Rockets,,• Yao Ming,placed on IL with sprained left ankle (later diagnosed as stress fracture in left ankle)
2010-11-12,Rockets,• Jermaine Taylor,,activated from IL
2010-11-12,Thunder,• Byron Mullens / B.J. Mullens,,activated from IL
2010-11-12,Clippers,• Randy Foye,,activated from IL
2010-11-13,Bobcats,• Eduardo Najera,,activated from IL
2010-11-13,Cavaliers,,• Anderson Varejao,placed on IL with bruised ribs
2010-11-13,Cavaliers,,• Maurice Williams / Mo Williams,placed on IL with strained left groin
2010-11-13,Cavaliers,• Manny Harris,,activated from IL
2010-11-13,Cavaliers,• Samardo Samuels,,activated from IL
 Date, Team, Acquired, Relinquished, Notes
2010-11-13,Heat,,• Jamaal Magloire,placed on IL
2010-11-13,Heat,• Juwan Howard,,activated from IL
2010-11-13,Hornets,,• Marcus Thornton (T.),placed on IL
2010-11-13,Hornets,• Predrag Stojakovic / Peja Stojakovic,,activated from IL
2010-11-13,Nets,,• Joe Smith (Leynard),placed on IL
2010-11-13,Nets,• Troy Murphy,,activated from IL
2010-11-13,Raptors,,• Ed Davis (Adam),placed on IL
2010-11-13,Raptors,• David Andersen,,activated from IL
2010-11-13,Spurs,,• James Anderson,placed on IL with stress fracture in right foot
2010-11-13,Spurs,• Matt Bonner,,activated from IL
2010-11-14,Lakers,,• Steve Blake,placed on IL with stomach ache
2010-11-14,Lakers,• Theo Ratliff,,activated from IL
2010-11-14,Pistons,,• DaJuan Summers,placed on IL
2010-11-14,Pistons,• Chris Wilcox,,activated from IL
2010-11-14,Thunder,,• Byron Mullens / B.J. Mullens,placed on IL
2010-11-14,Thunder,,• Daequan Cook,placed on IL
2010-11-14,Thunder,• Jeff Green,,activated from IL
2010-11-14,Thunder,• Nick Collison,,activated from IL
2010-11-15,Bobcats,,• Gerald Henderson Jr.,placed on IL with sore left knee
2010-11-15,Bobcats,• Kwame Brown,,activated from IL
2010-11-15,Magic,,• J.J. Redick,placed on IL with back spasms
2010-11-15,Magic,• Malik Allen,,activated from IL
2010-11-15,Nets,,• Damion James,placed on IL
2010-11-15,Nets,• Stephen Graham,,activated from IL
2010-11-15,Suns,,• Robin Lopez,placed on IL with sprained ligaments in left knee
 Date, Team, Acquired, Relinquished, Notes
2010-11-15,Suns,• Gani Lawal,,activated from IL
2010-11-15,Thunder,,• Jeff Green,placed on IL with sprained left ankle
2010-11-16,76ers,,• Andre Iguodala,placed on IL with right Achilles tendon injury
2010-11-16,76ers,• Darius Songaila,,activated from IL
2010-11-16,Cavaliers,,• Samardo Samuels,placed on IL
2010-11-16,Cavaliers,• Anderson Varejao,,activated from IL
2010-11-16,Knicks,,• Shawne Williams,placed on IL
2010-11-16,Knicks,• Ronny Turiaf,,activated from IL
2010-11-16,Lakers,,• Theo Ratliff,placed on IL recovering from arthroscopic surgery on left knee to remove part of torn meniscus
2010-11-16,Lakers,• Steve Blake,,activated from IL
2010-11-16,Pacers,,• Darren Collison,placed on IL with sprained left ankle
2010-11-16,Pacers,,• Tyler Hansbrough,placed on IL with sprained left ankle
2010-11-16,Pacers,• A.J. Price,,activated from IL
2010-11-16,Pacers,• Jeff Foster,,activated from IL
2010-11-16,Raptors,,• Solomon Alabi,placed on IL
2010-11-16,Raptors,• Linas Kleiza,,activated from IL
2010-11-16,Wizards,,• John Wall (Hildred),placed on IL with sprained left foot
2010-11-16,Wizards,,• Yi Jianlian / Jianlian Yi,placed on IL with bruised right knee
2010-11-16,Wizards,• Hamady Ndiaye / Hamady N'Diaye,,activated from IL
2010-11-16,Wizards,• Lester Hudson,,activated from IL
2010-11-17,Celtics,,• Jermaine O'Neal,placed on IL
2010-11-17,Mavericks,,• Steve Novak,placed on IL
2010-11-17,Mavericks,• Caron Butler,,activated from IL
2010-11-17,Nets,,• Ben Uzoh,placed on IL
2010-11-17,Nets,,• Troy Murphy,placed on IL with sore right foot
 Date, Team, Acquired, Relinquished, Notes
2010-11-17,Nets,• Joe Smith (Leynard),,activated from IL
2010-11-17,Nets,• Terrence Williams,,activated from IL
2010-11-17,Thunder,,• Cole Aldrich,placed on IL
2010-11-17,Thunder,• Byron Mullens / B.J. Mullens,,activated from IL
2010-11-17,Timberwolves,,• Nikola Pekovic,placed on IL with sprained left ankle
2010-11-17,Timberwolves,• Luke Ridnour,,activated from IL
2010-11-18,Pacers,• Tyler Hansbrough,,activated from IL
2010-11-19,Bobcats,,• Eduardo Najera,placed on IL
2010-11-19,Bobcats,• Kwame Brown,,activated from IL (P)
2010-11-19,Cavaliers,,• Manny Harris,placed on IL
2010-11-19,Cavaliers,• Maurice Williams / Mo Williams,,activated from IL
2010-11-19,Nets,,• Terrence Williams,placed on IL
2010-11-19,Nets,• Ben Uzoh,,activated from IL
2010-11-19,Thunder,,• Kevin Durant,placed on IL with sprained left ankle
2010-11-19,Thunder,• Daequan Cook,,activated from IL
2010-11-20,Bobcats,,• Kwame Brown,placed on IL
2010-11-20,Bobcats,• Dominic McGuire,,activated from IL
2010-11-20,Heat,,• Dwyane Wade,placed on IL with sprained left wrist
2010-11-20,Heat,• Jamaal Magloire,,activated from IL
2010-11-20,Magic,,• Malik Allen,placed on IL
2010-11-20,Magic,• J.J. Redick,,activated from IL
2010-11-20,Nets,,• Quinton Ross,placed on IL with calf injury
2010-11-20,Nets,• Terrence Williams,,activated from IL
2010-11-20,Pacers,,• Dahntay Jones,placed on IL
2010-11-21,Celtics,,• Rajon Rondo,placed on IL with strained left hamstring
 Date, Team, Acquired, Relinquished, Notes
2010-11-21,Celtics,• Avery Bradley,,activated from IL
2010-11-21,Hornets,• Marcus Thornton (T.),,activated from IL
2010-11-21,Kings,,• Antoine Wright,placed on IL
2010-11-21,Kings,• Eugene Jeter / Pooh Jeter,,activated from IL
2010-11-21,Raptors,• Leandro Barbosa,,activated from IL
2010-11-21,Wizards,,• Hamady Ndiaye / Hamady N'Diaye,placed on IL
2010-11-21,Wizards,• John Wall (Hildred),,activated from IL
2010-11-22,Heat,,• Udonis Haslem,placed on IL with torn ligament in left foot (out for season)
2010-11-22,Heat,• Dwyane Wade,,activated from IL
2010-11-22,Hornets,,• David Andersen,placed on IL
2010-11-22,Hornets,,• Marcus Banks,placed on IL
2010-11-22,Hornets,• Aaron Gray,,activated from IL
2010-11-22,Nuggets,,• Chauncey Billups,placed on IL with broken nose and sprained right wrist
2010-11-22,Nuggets,• Chris Andersen,,activated from IL
2010-11-22,Pacers,,• A.J. Price,placed on IL
2010-11-22,Pacers,,• Jeff Foster,placed on IL
2010-11-22,Pacers,• Dahntay Jones,,activated from IL
2010-11-22,Pacers,• Darren Collison,,activated from IL
2010-11-22,Thunder,,• Daequan Cook,placed on IL
2010-11-22,Thunder,,• Morris Peterson,placed on IL
2010-11-22,Thunder,• Jeff Green,,activated from IL
2010-11-22,Thunder,• Kevin Durant,,activated from IL
2010-11-23,76ers,• Andre Iguodala,,activated from IL
2010-11-23,Bobcats,,• DeSagana Diop,placed on IL
2010-11-23,Bobcats,• Kwame Brown,,activated from IL
 Date, Team, Acquired, Relinquished, Notes
2010-11-23,Nets,• Damion James,,activated from IL
2010-11-23,Pacers,,• Dahntay Jones,placed on IL
2010-11-23,Pacers,• Jeff Foster,,activated from IL
2010-11-24,76ers,,• Darius Songaila,placed on IL
2010-11-24,76ers,• Craig Brackins,,activated from IL
2010-11-24,Hornets,,• Pops Mensah-Bonsu,placed on IL
2010-11-24,Magic,,• Vince Carter,placed on IL with sprained left knee
2010-11-24,Magic,• Malik Allen,,activated from IL
2010-11-24,Thunder,,• Byron Mullens / B.J. Mullens,placed on IL
2010-11-24,Thunder,• Morris Peterson,,activated from IL
2010-11-25,Kings,,• Francisco Garcia,placed on IL with illness
2010-11-25,Kings,• Antoine Wright,,activated from IL
2010-11-25,Wizards,,• Al Thornton,placed on IL with sprained left ankle
2010-11-25,Wizards,• Hamady Ndiaye / Hamady N'Diaye,,activated from IL
2010-11-26,Bulls,,• Derrick Rose,placed on IL with sore neck
2010-11-26,Celtics,,• Delonte West,placed on IL withi broken right wrist
2010-11-26,Celtics,• Rajon Rondo,,activated from IL
2010-11-26,Grizzlies,,• Acie Law,placed on IL with flu
2010-11-26,Grizzlies,• DeMarre Carroll,,activated from IL
2010-11-26,Mavericks,• Alexis Ajinca / Alex Ajinca,,activated from IL
2010-11-26,Thunder,,• Nenad Krstic,placed on IL with back spasms
2010-11-26,Thunder,• Byron Mullens / B.J. Mullens,,activated from IL
2010-11-26,Mavericks,,• Brendan Haywood,placed on IL for suspension
2010-11-27,76ers,,• Craig Brackins,placed on IL
2010-11-27,76ers,• Darius Songaila,,activated from IL
 Date, Team, Acquired, Relinquished, Notes
2010-11-27,Bucks,,• Carlos Delfino,placed on IL witih strained neck
2010-11-27,Bucks,• Chris Douglas-Roberts,,activated from IL
2010-11-27,Bulls,,• John Lucas III,placed on IL
2010-11-27,Bulls,• Derrick Rose,,activated from IL
2010-11-27,Mavericks,,• Alexis Ajinca / Alex Ajinca,placed on IL
2010-11-27,Warriors,,• Brandan Wright,placed on IL with strained lower back
2010-11-27,Warriors,• David Lee,,activated from IL
2010-11-27,Mavericks,• Brendan Haywood,,activated from IL
2010-11-28,Knicks,,• Ronny Turiaf,placed on IL with sore left knee
2010-11-28,Knicks,• Shawne Williams,,activated from IL
2010-11-28,Nets,,• Joe Smith (Leynard),placed on IL
2010-11-28,Nets,• Troy Murphy,,activated from IL
2010-11-28,Nuggets,,• Renaldo Balkman,placed on IL
2010-11-28,Nuggets,• Chauncey Billups,,activated from IL
2010-11-28,Pacers,,• Paul George,placed on IL
2010-11-28,Pacers,• Dahntay Jones,,activated from IL
2010-11-29,Hornets,,• Aaron Gray,placed on IL
2010-11-29,Hornets,• David Andersen,,activated from IL
2010-11-29,Thunder,,• Byron Mullens / B.J. Mullens,placed on IL
2010-11-29,Thunder,• Nenad Krstic,,activated from IL
2010-11-30,Grizzlies,,• Darrell Arthur,placed on IL with strained left groin
2010-11-30,Grizzlies,• Acie Law,,activated from IL
2010-11-30,Kings,• Francisco Garcia,,activated from IL
2010-11-30,Magic,,• Malik Allen,placed on IL
2010-11-30,Magic,• Vince Carter,,activated from IL
 Date, Team, Acquired, Relinquished, Notes
2010-12-01,Bulls,,• Brian Scalabrine,placed on IL
2010-12-01,Bulls,• Carlos Boozer,,activated from IL
2010-12-01,Clippers,,• Randy Foye,placed on IL with strained left hamstring
2010-12-01,Clippers,• Baron Davis,,activated from IL
2010-12-01,Hawks,,• Joe Johnson,placed on IL with loose particle in right elbow
2010-12-01,Hawks,• Etan Thomas,,activated from IL
2010-12-01,Magic,,• J.J. Redick,placed on IL with stomach virus
2010-12-01,Magic,• Malik Allen,,activated from IL
2010-12-01,Mavericks,,• Dominique Jones,placed on IL
2010-12-01,Mavericks,• Steve Novak,,activated from IL
2010-12-01,Nets,,• Devin Harris,placed on IL with sprained left knee
2010-12-01,Nets,• Quinton Ross,,activated from IL
2010-12-01,Raptors,,• Reggie Evans,placed on IL recovering from surgery to repair broken right foot
2010-12-01,Raptors,• Ed Davis (Adam),,activated from IL
2010-12-01,Thunder,,• Kevin Durant,placed on IL with sprained left knee
2010-12-01,Thunder,• Byron Mullens / B.J. Mullens,,activated from IL
2010-12-01,Wizards,,• Hamady Ndiaye / Hamady N'Diaye,placed on IL
2010-12-01,Wizards,• Al Thornton,,activated from IL
2010-12-02,Clippers,• Chris Kaman,,activated from IL
2010-12-03,76ers,,• Darius Songaila,placed on IL
2010-12-03,76ers,• Andre Iguodala,,activated from IL (P)
2010-12-03,Blazers,,• Luke Babbitt,placed on IL
2010-12-03,Blazers,• Joel Przybilla,,activated from IL
2010-12-03,Bobcats,,• DeSagana Diop,placed on IL (P)
2010-12-03,Bulls,,• Kurt Thomas,placed on IL
 Date, Team, Acquired, Relinquished, Notes
2010-12-03,Bulls,• Brian Scalabrine,,activated from IL
2010-12-03,Clippers,,• Willie Warren,placed on IL
2010-12-03,Grizzlies,,• DeMarre Carroll,placed on IL
2010-12-03,Grizzlies,• Darrell Arthur,,activated from IL
2010-12-03,Magic,,• Mickael Pietrus,placed on IL with stomach flu
2010-12-03,Nuggets,,• Melvin Ely,placed on IL
2010-12-03,Nuggets,• Renaldo Balkman,,activated from IL
2010-12-03,Pacers,,• Jeff Foster,placed on IL
2010-12-03,Pacers,• A.J. Price,,activated from IL
2010-12-03,Wizards,,• Nick Young,placed on IL with bruised left thigh
2010-12-03,Wizards,• Yi Jianlian / Jianlian Yi,,activated from IL
2010-12-03,Magic,• J.J. Redick,,activated from IL
2010-12-04,Bucks,,• Drew Gooden,placed on IL with left foot injury
2010-12-04,Bulls,,• Brian Scalabrine,placed on IL
2010-12-04,Bulls,• Kurt Thomas,,activated from IL
2010-12-04,Cavaliers,,• J.J. Hickson,placed on IL with illness
2010-12-04,Cavaliers,,• Joey Graham,placed on IL with illness
2010-12-04,Cavaliers,• Manny Harris,,activated from IL
2010-12-04,Cavaliers,• Samardo Samuels,,activated from IL
2010-12-04,Timberwolves,,• Anthony Tolliver,placed on IL with sprained MCL in right knee
2010-12-04,Timberwolves,• Nikola Pekovic,,activated from IL
2010-12-05,Cavaliers,,• Manny Harris,placed on IL
2010-12-05,Cavaliers,,• Samardo Samuels,placed on IL
2010-12-05,Cavaliers,• J.J. Hickson,,activated from IL
2010-12-05,Cavaliers,• Joey Graham,,activated from iL
 Date, Team, Acquired, Relinquished, Notes
2010-12-05,Grizzlies,• DeMarre Carroll,,activated from IL
2010-12-05,Hornets,,• Didier Ilunga-Mbenga / Didier Mbenga / D.J. Mbenga,placed on IL with illness
2010-12-05,Hornets,• Aaron Gray,,activated from IL
2010-12-05,Nets,,• Ben Uzoh,placed on IL
2010-12-05,Nets,• Devin Harris,,activated from IL
2010-12-05,Nuggets,,• Chris Andersen,placed on IL with fracture in lower back
2010-12-05,Nuggets,• Melvin Ely,,activated from IL
2010-12-05,Thunder,,• Morris Peterson,placed on IL
2010-12-05,Thunder,• Kevin Durant,,activated from IL
2010-12-05,Wizards,,• Kevin Seraphin,placed on IL (P)
2010-12-05,Wizards,• Nick Young,,activated from IL
2010-12-06,Bucks,,• Brian Skinner,placed on IL
2010-12-06,Bulls,,• Kurt Thomas,placed on IL
2010-12-06,Bulls,• Brian Scalabrine,,activated from IL
2010-12-06,Clippers,,• Chris Kaman,placed on IL with sprained left ankle
2010-12-06,Clippers,• Willie Warren,,activated from IL
2010-12-06,Hawks,,• Jordan Crawford,placed on IL
2010-12-06,Knicks,,• Bill Walker,placed on IL
2010-12-06,Knicks,• Ronny Turiaf,,activated from IL
2010-12-06,Magic,,• Ryan Anderson,placed on IL
2010-12-06,Magic,• Mickael Pietrus,,activated from IL
2010-12-06,Bucks,• Drew Gooden,,activated from IL
2010-12-07,Mavericks,,• Tyson Chandler,placed on IL with stomach flu
2010-12-07,Mavericks,• Alexis Ajinca / Alex Ajinca,,activated from IL
2010-12-07,Nets,,• Stephen Graham,placed on IL
 Date, Team, Acquired, Relinquished, Notes
2010-12-07,Nets,• Ben Uzoh,,activated from IL
2010-12-07,Pistons,• DaJuan Summers,,activated from IL
2010-12-07,Warriors,,• Rodney Carney,placed on IL with sprained left ankle
2010-12-07,Warriors,• Louis Amundson / Lou Amundson,,activated from IL
2010-12-07,Wizards,,• Andray Blatche,placed on IL with bruised hip
2010-12-07,Wizards,• Kevin Seraphin,,activated from IL
2010-12-08,Bucks,,• Drew Gooden,placed on IL
2010-12-08,Bucks,• Brian Skinner,,activated from IL
2010-12-08,Bulls,,• Brian Scalabrine,placed on IL
2010-12-08,Bulls,• Kurt Thomas,,activated from IL
2010-12-08,Cavaliers,,• Jamario Moon,placed on IL
2010-12-08,Cavaliers,• Manny Harris,,activated from IL
2010-12-08,Hornets,,• Aaron Gray,placed on IL
2010-12-08,Hornets,• Didier Ilunga-Mbenga / Didier Mbenga / D.J. Mbenga,,activated from IL
2010-12-08,Knicks,,• Andy Rautins,placed on IL
2010-12-08,Knicks,• Bill Walker,,activated from IL
2010-12-08,Pacers,,• Dahntay Jones,placed on IL
2010-12-08,Pacers,• Jeff Foster,,activated from IL
2010-12-08,Pistons,,• DaJuan Summers,placed on IL
2010-12-09,76ers,,• Jason Kapono,placed on IL with calf injury
2010-12-09,76ers,• Darius Songaila,,activated from IL
2010-12-09,Mavericks,,• Alexis Ajinca / Alex Ajinca,placed on IL
2010-12-09,Mavericks,• Tyson Chandler,,activated from IL
2010-12-09,Nets,,• Ben Uzoh,placed on IL
2010-12-09,Nets,,• Derrick Favors,placed on IL with bruised thigh
 Date, Team, Acquired, Relinquished, Notes
2010-12-09,Nets,• Joe Smith (Leynard),,activated from IL
2010-12-10,Warriors,• Ekpe Udoh,,activated from IL
2010-12-10,Wizards,• Andray Blatche,,activated from IL
2010-12-11,Bobcats,,• Sherron Collins,placed on IL
2010-12-11,Bobcats,,• Tyrus Thomas,placed on IL
2010-12-11,Bobcats,• DeSagana Diop,,activated from IL
2010-12-11,Bobcats,• Eduardo Najera,,activated from IL
2010-12-11,Bulls,,• Kurt Thomas,placed on IL
2010-12-11,Bulls,• Brian Scalabrine,,activated from IL
2010-12-11,Hawks,,• Zaur Pachulia / Zaza Pachulia,placed on IL with illness
2010-12-11,Hawks,• Jordan Crawford,,activated from IL
2010-12-11,Pacers,,• Jeff Foster,placed on IL
2010-12-11,Pacers,• Dahntay Jones,,activated from IL
2010-12-11,Raptors,,• Jose Calderon,placed on IL with left foot injury
2010-12-11,Raptors,• Solomon Alabi,,activated from IL
2010-12-11,Thunder,,• Byron Mullens / B.J. Mullens,placed on IL
2010-12-11,Thunder,• Morris Peterson,,activated from IL
2010-12-11,Warriors,,• Stephen Curry,placed on IL with sprained left ankle (P)
2010-12-11,Wizards,,• Kevin Seraphin,placed on IL
2010-12-12,Nets,,• Damion James,placed on IL with broken right foot
2010-12-12,Nets,,• Troy Murphy,placed on IL
2010-12-12,Nets,• Derrick Favors,,activated from IL
2010-12-12,Nets,• Stephen Graham,,activated from IL
2010-12-12,Thunder,,• Nenad Krstic,placed on IL with sprained lower back
2010-12-12,Thunder,• Byron Mullens / B.J. Mullens,,activated from IL
 Date, Team, Acquired, Relinquished, Notes
2010-12-13,Bucks,,• Brian Skinner,placed on IL
2010-12-13,Bucks,• Drew Gooden,,activated from IL
2010-12-13,Grizzlies,,• DeMarre Carroll,placed on IL
2010-12-13,Grizzlies,• Hamed Haddadi,,activated (P)
2010-12-13,Hornets,,• Didier Ilunga-Mbenga / Didier Mbenga / D.J. Mbenga,placed on IL
2010-12-13,Hornets,• Aaron Gray,,activated from IL
2010-12-13,Mavericks,,• Alexis Ajinca / Alex Ajinca,placed on IL (P)
2010-12-13,Mavericks,• Brian Cardinal,,activated
2010-12-13,Pacers,,• A.J. Price,placed on IL
2010-12-13,Pacers,,• Danny Granger,placed on IL with sprained left ankle
2010-12-13,Pacers,• Dahntay Jones,,activated from IL (P)
2010-12-13,Pacers,• Paul George,,activated from IL
2010-12-14,Bobcats,,• DeSagana Diop,placed on IL
2010-12-14,Bobcats,,• Eduardo Najera,placed on IL
2010-12-14,Bobcats,• Gerald Henderson Jr.,,activated from IL
2010-12-14,Bobcats,• Tyrus Thomas,,activated from IL
2010-12-14,Lakers,,• Devin Ebanks,placed on IL
2010-12-14,Lakers,• Andrew Bynum,,activated from IL
2010-12-14,Nets,,• Terrence Williams,placed on IL
2010-12-14,Nets,• Ben Uzoh,,activated from IL
2010-12-14,Timberwolves,,• Kosta Koufos,placed on IL
2010-12-14,Timberwolves,,• Sundiata Gaines,placed on IL
2010-12-14,Timberwolves,• Jonny Flynn,,activated from IL
2010-12-14,Timberwolves,• Martell Webster,,activated from IL
2010-12-14,Wizards,,• Andray Blatche,placed on IL with sore left knee
 Date, Team, Acquired, Relinquished, Notes
2010-12-14,Wizards,,• John Wall (Hildred),placed on IL with right knee tendinitis (P) / sore left foot (CBC)
2010-12-14,Wizards,• Hamady Ndiaye / Hamady N'Diaye,,activated from IL
2010-12-14,Wizards,• Kevin Seraphin,,activated from IL
2010-12-15,Bobcats,,• Gerald Wallace,placed on IL with sprained left ankle
2010-12-15,Bobcats,• DeSagana Diop,,activated from IL
2010-12-15,Bulls,,• Kurt Thomas,placed on IL (P)
2010-12-15,Bulls,• Brian Scalabrine,,activated from IL (P)
2010-12-15,Clippers,,• Willie Warren,placed on IL
2010-12-15,Clippers,• Randy Foye,,activated from IL
2010-12-15,Hornets,,• Aaron Gray,placed on IL
2010-12-15,Hornets,• Didier Ilunga-Mbenga / Didier Mbenga / D.J. Mbenga,,activated from IL
2010-12-15,Lakers,• Devin Ebanks,,activated from IL
2010-12-15,Pacers,• Danny Granger,,activated from IL
2010-12-15,Suns,,• Garret Siler,placed on IL
2010-12-15,Suns,• Robin Lopez,,activated from IL
2010-12-15,Lakers,,• Joe Smith (Leynard),placed on IL
2010-12-16,Hawks,,• Jamal Crawford,placed on IL with sore back
2010-12-16,Hawks,• Jordan Crawford,,activated from IL (P)
2010-12-16,Nets,,• Sasha Vujacic,placed on IL
2010-12-16,Nets,• Troy Murphy,,activated from IL
2010-12-16,Wizards,,• Yi Jianlian / Jianlian Yi,placed on IL with sprained right knee
2010-12-16,Wizards,• John Wallace,,activated
2010-12-17,Cavaliers,,• Joey Graham,placed on IL with partially torn right quadriceps
2010-12-17,Cavaliers,,• Leon Powe,placed on IL with finger injury
2010-12-17,Cavaliers,• Jamario Moon,,activated from IL
 Date, Team, Acquired, Relinquished, Notes
2010-12-17,Cavaliers,• Samardo Samuels,,activated from IL
2010-12-17,Hawks,,• Jordan Crawford,placed on IL
2010-12-17,Hawks,• Joe Johnson,,activated from IL
2010-12-17,Jazz,,• Jeremy Evans,placed on IL
2010-12-17,Jazz,• Mehmet Okur,,activated from IL
2010-12-17,Lakers,,• Devin Ebanks,placed on IL
